County_full,longitude,latitude,D,E,F,color
"Marshall County, KY",-88.3331,36.9186,58.0,3.9,0.02,green
"Putnam County, FL",-81.6573,29.5568,24.0,1.2,0.02,green
"Dallam County, TX",-102.7656,36.2172,247.0,2.0,0.03,yellow
"Pawnee County, OK",-96.5714,36.2851,110.0,0.9,0.02,green
"Talbot County, MD",-76.1418,38.7472,48.0,2.6,0.02,green
"Tallapoosa County, AL",-85.8091,32.9074,45.0,0.7,0.01,green
"Sharp County, AR",-91.5452,36.1739,103.0,1.3,0.03,green
"Shawano County, WI",-88.7618,44.8072,44.0,0.0,0.04,green
"Queen Anne's County, MD",-76.1007,39.0574,36.0,2.6,0.02,green
"Lauderdale County, MS",-88.6591,32.4551,24.0,1.1,0.03,green
"Bartholomew County, IN",-85.8433,39.2214,21.0,1.6,0.02,green
"Putnam County, IN",-86.829,39.7199,48.0,3.9,0.02,green
"Cumberland County, VA",-78.2577,37.4914,181.0,5.3,0.03,green
"Richland Parish, LA",-91.723,32.4307,89.0,6.1,0.02,green
"Caldwell County, TX",-97.7436,29.8742,41.0,3.3,0.02,green
"Gratiot County, MI",-84.5828,43.3091,44.0,4.9,0.04,green
"Otero County, NM",-105.8149,32.8827,25.0,1.1,0.02,green
"Callaway County, MO",-91.9773,38.8097,38.0,4.5,0.04,green
"Grant County, WI",-90.6897,42.8433,33.0,3.2,0.02,green
"Coamo Municipio, PR",-66.3695,18.0544,44.0,1.5,0.0,green
"Salem County, NJ",-75.3546,39.6205,27.0,6.2,0.02,green
"Warren County, IA",-93.5733,41.3692,33.0,2.8,0.02,green
"Lincoln County, MO",-90.9279,39.0191,29.0,1.2,0.04,green
"Becker County, MN",-95.7306,46.9186,49.0,3.8,0.03,green
"Geauga County, OH",-81.2084,41.4722,18.0,5.2,0.02,green
"Sauk County, WI",-89.9072,43.4256,26.0,3.2,0.02,green
"O'Brien County, IA",-95.6339,43.0799,124.0,0.0,0.0,green
"San Benito County, CA",-121.4499,36.8355,27.0,4.0,0.04,green
"Carter County, OK",-97.2707,34.2776,35.0,1.2,0.02,green
"Jones County, MS",-89.1529,31.7252,25.0,3.3,0.01,green
"Marion County, OH",-83.1843,40.5661,26.0,5.8,0.03,green
"Somerset County, PA",-79.0119,40.0171,23.0,3.2,0.02,green
"Tattnall County, GA",-82.0491,32.1068,67.0,2.0,0.02,green
"Hardee County, FL",-81.8379,27.519,63.0,5.7,0.03,green
"Siskiyou County, CA",-122.4015,41.6091,39.0,6.3,0.03,green
"Livingston Parish, LA",-90.764,30.4402,12.0,2.2,0.01,green
"Cerro Gordo County, IA",-93.2542,43.0663,40.0,6.3,0.02,green
"Montgomery County, IN",-86.9324,40.0377,44.0,2.6,0.07,green
"Robertson County, TN",-86.8556,36.5007,24.0,5.2,0.02,green
"Natrona County, WY",-106.3276,42.9332,21.0,7.5,0.01,green
"McKean County, PA",-78.5558,41.8528,42.0,3.8,0.05,green
"Steele County, MN",-93.208,44.0002,46.0,6.4,0.01,green
"Chaffee County, CO",-106.0937,38.6285,84.0,0.0,0.0,green
"Bannock County, ID",-112.2868,42.758,19.0,3.9,0.02,green
"Nassau County, FL",-81.716,30.6104,19.0,4.7,0.03,green
"Crawford County, PA",-80.1412,41.663,20.0,5.9,0.05,green
"Dyer County, TN",-89.279,36.1218,46.0,7.2,0.02,green
"Greene County, VA",-78.418,38.2603,86.0,7.0,0.03,green
"Wabasha County, MN",-92.2637,44.271,79.0,6.4,0.01,green
"Bennington County, VT",-73.1734,42.983,48.0,4.8,0.02,green
"Audrain County, MO",-91.6954,39.1996,67.0,0.0,0.0,green
"Butler County, KY",-86.7425,37.2034,132.0,4.9,0.02,green
"Wasco County, OR",-121.1574,45.3288,60.0,1.1,0.0,green
"Bradley County, TN",-84.8601,35.1764,15.0,0.0,0.01,green
"Summit County, CO",-106.067,39.5902,52.0,2.3,0.02,green
"Colorado County, TX",-96.5631,29.6727,74.0,0.0,0.01,green
"Chesterfield County, SC",-80.1839,34.6762,35.0,3.3,0.03,green
"Washington Parish, LA",-89.9147,30.8719,35.0,4.7,0.02,green
"Tillamook County, OR",-123.9083,45.4819,59.0,0.0,0.02,green
"Henry County, IL",-90.1621,41.3343,33.0,2.4,0.02,green
"Plumas County, CA",-120.7925,39.9612,85.0,2.0,0.0,green
"Caldwell Parish, LA",-92.1036,32.0643,161.0,6.1,0.02,green
"Henry County, IN",-85.4087,39.9252,33.0,1.6,0.01,green
"Clark County, IL",-87.8446,39.3419,104.0,3.0,0.01,green
"Bollinger County, MO",-89.9994,37.3193,132.0,1.3,0.01,green
"Barry County, MO",-93.8248,36.6465,45.0,2.4,0.03,green
"Howard County, IN",-86.121,40.453,19.0,6.6,0.03,green
"Halifax County, NC",-77.6492,36.3083,32.0,4.2,0.03,green
"Warrick County, IN",-87.3243,38.0792,25.0,8.3,0.02,green
"Bosque County, TX",-97.6436,31.8831,86.0,3.3,0.02,green
"Valley County, ID",-115.96,44.6826,140.0,2.8,0.05,green
"Washington County, KY",-85.1367,37.7456,132.0,4.9,0.03,green
"Henry County, TN",-88.3822,36.3282,49.0,0.9,0.01,green
"Dickson County, TN",-87.3546,36.1551,30.0,5.2,0.02,green
"Hood County, TX",-97.7816,32.4482,26.0,5.7,0.02,green
"Portsmouth city, VA",-76.354,36.8468,17.0,1.6,0.01,green
"Stephenson County, IL",-89.6123,42.3639,36.0,1.1,0.02,green
"Glenn County, CA",-122.225,39.6473,56.0,8.6,0.04,green
"Elk County, PA",-78.62,41.4166,53.0,0.0,0.03,green
"Perry County, OH",-82.2363,39.7259,44.0,5.3,0.05,green
"Ravalli County, MT",-114.126,46.2394,37.0,4.7,0.01,green
"Huntingdon County, PA",-78.0048,40.3337,35.0,3.4,0.03,green
"Haywood County, TN",-89.3296,35.5252,92.0,3.8,0.05,green
"Allen County, OH",-84.0862,40.7714,16.0,3.5,0.01,green
"Pierce County, GA",-82.1653,31.3632,82.0,1.4,0.04,green
"Isabella County, MI",-84.8266,43.6601,23.0,5.3,0.02,green
"Waupaca County, WI",-88.953,44.4585,31.0,0.8,0.02,green
"Hockley County, TX",-102.2727,33.5738,70.0,5.1,0.02,green
"Tuscola County, MI",-83.421,43.4661,31.0,0.7,0.02,green
"McMinn County, TN",-84.6025,35.4038,30.0,2.8,0.03,green
"Knox County, IL",-90.2385,40.9395,32.0,7.5,0.02,green
"Allegany County, MD",-78.8748,39.6029,23.0,4.6,0.03,green
"Isabela Municipio, PR",-67.0271,18.4809,40.0,1.5,0.0,green
"Richland County, WI",-90.3752,43.3657,93.0,3.2,0.02,green
"Cass County, MN",-94.3503,46.9165,54.0,2.7,0.05,green
"Castro County, TX",-102.1761,34.4866,212.0,2.1,0.01,yellow
"Metcalfe County, KY",-85.6646,36.9345,159.0,4.8,0.01,green
"Lauderdale County, TN",-89.4815,35.7868,62.0,7.2,0.02,green
"Sawyer County, WI",-91.278,45.854,97.0,0.0,0.0,green
"Wayne County, GA",-81.9778,31.5832,53.0,0.0,0.0,green
"Watauga County, NC",-81.7361,36.1955,28.0,4.0,0.1,green
"Douglas County, WA",-119.9602,47.6516,37.0,3.1,0.03,green
"Juana Díaz Municipio, PR",-66.5077,18.0366,34.0,1.5,0.0,green
"Harvey County, KS",-97.4259,38.0446,44.0,2.5,0.01,green
"Carroll County, VA",-80.7019,36.6733,50.0,3.2,0.01,green
"Clarke County, MS",-88.7838,32.0515,97.0,1.1,0.03,green
"Charlottesville city, VA",-78.4855,38.0375,32.0,7.0,0.03,green
"Routt County, CO",-106.9761,40.324,59.0,0.0,0.0,green
"Alexander County, NC",-81.1512,35.8765,40.0,1.8,0.01,green
"Whitman County, WA",-117.3433,46.9644,30.0,3.3,0.01,green
"Wayne County, IN",-85.0371,39.855,23.0,6.2,0.03,green
"Barbour County, WV",-80.0494,39.0966,91.0,1.7,0.03,green
"Winchester city, VA",-78.1746,39.1735,53.0,6.2,0.04,green
"Miami County, IN",-86.056,40.7368,42.0,3.0,0.03,green
"Clay County, AR",-90.4094,36.3732,103.0,3.9,0.02,green
"Marshall County, IN",-86.2617,41.3343,32.0,4.6,0.02,green
"Hertford County, NC",-76.9551,36.3793,63.0,0.0,0.0,green
"Marion County, AL",-87.8387,34.0692,50.0,4.3,0.02,green
"Lea County, NM",-103.2126,32.6847,21.0,4.5,0.0,green
"Oneida County, WI",-89.5156,45.8051,42.0,5.4,0.01,green
"Jasper County, IA",-93.0651,41.6678,40.0,2.8,0.02,green
"Dubois County, IN",-86.883,38.3214,35.0,7.0,0.01,green
"Marshall County, IA",-92.9884,42.0153,38.0,3.6,0.02,green
"Vance County, NC",-78.3964,36.3126,34.0,2.9,0.05,green
"Pike County, AR",-93.5892,34.1562,140.0,2.3,0.03,green
"Fond du Lac County, WI",-88.5115,43.767,15.0,1.7,0.02,green
"Radford city, VA",-80.5587,37.1229,82.0,5.6,0.05,green
"Levy County, FL",-82.6735,29.3447,36.0,9.3,0.03,green
"Columbia County, WI",-89.2922,43.46,26.0,3.2,0.02,green
"Dale County, AL",-85.6183,31.3476,31.0,2.2,0.02,green
"Adjuntas Municipio, PR",-66.7235,18.1638,86.0,1.5,0.0,green
"Barceloneta Municipio, PR",-66.5636,18.4406,63.0,1.5,0.0,green
"Webster County, MO",-92.8963,37.2205,38.0,2.4,0.03,green
"Johnson County, MO",-93.8225,38.6967,28.0,4.2,0.05,green
"Gentry County, MO",-94.407,40.1929,228.0,7.9,0.06,yellow
"Creek County, OK",-96.345,35.9488,21.0,3.8,0.03,green
"Nevada County, AR",-93.3141,33.6495,182.0,0.8,0.01,green
"Anson County, NC",-80.0868,34.9588,61.0,1.2,0.02,green
"Lincoln County, OR",-124.0066,44.7081,30.0,0.0,0.02,green
"McDuffie County, GA",-82.4422,33.4408,70.0,1.9,0.03,green
"Little River County, AR",-94.1807,33.7104,122.0,0.8,0.01,green
"Clinton County, PA",-77.4501,41.1594,39.0,2.0,0.01,green
"Yukon-Koyukuk Census Area, AK",-152.0332,65.2329,287.0,2.7,0.01,yellow
"Gloucester County, VA",-76.5152,37.341,40.0,1.9,0.02,green
"Roseau County, MN",-95.7604,48.7667,99.0,0.0,0.0,green
"St. Landry Parish, LA",-92.0189,30.5143,18.0,0.9,0.02,green
"Dorchester County, MD",-75.9965,38.5219,47.0,2.6,0.02,green
"Hancock County, KY",-86.8296,37.9136,172.0,7.4,0.02,green
"Cumberland County, KY",-85.4364,36.8113,227.0,0.0,0.01,yellow
"Bourbon County, KY",-84.1757,38.2161,76.0,0.0,0.01,green
"Armstrong County, PA",-79.5071,40.7603,23.0,3.1,0.02,green
"Dukes County, MA",-70.6069,41.4565,87.0,2.8,0.01,green
"Utuado Municipio, PR",-66.7199,18.281,55.0,1.5,0.0,green
"Franklin County, TX",-95.2253,33.176,140.0,5.8,0.01,green
"Weakley County, TN",-88.757,36.246,45.0,1.4,0.0,green
"Jackson County, WV",-81.7355,38.8881,52.0,9.7,0.06,green
"Hood River County, OR",-121.6216,45.6136,64.0,1.1,0.0,green
"Amite County, MS",-90.9604,31.2118,122.0,1.1,0.01,green
"Colonial Heights city, VA",-77.3969,37.265,81.0,5.3,0.03,green
"Swisher County, TX",-101.7933,34.5483,189.0,2.0,0.03,green
"Miami County, KS",-94.8171,38.5854,41.0,2.5,0.01,green
"Chattooga County, GA",-85.3854,34.4784,56.0,4.2,0.03,green
"Bamberg County, SC",-81.1086,33.2232,100.0,0.0,0.02,green
"Anderson County, SC",-82.5793,34.5556,7.0,3.2,0.02,green
"Covington County, AL",-86.4145,31.2637,38.0,3.6,0.02,green
"Harrisonburg city, VA",-78.8735,38.4361,26.0,6.6,0.02,green
"Ritchie County, WV",-81.0064,39.2094,147.0,9.7,0.06,green
"Knox County, OH",-82.3881,40.3863,22.0,1.3,0.02,green
"Hunt County, TX",-96.0739,33.0858,14.0,4.6,0.03,green
"Bayfield County, WI",-91.1569,46.5881,93.0,0.0,0.0,green
"Tipton County, TN",-89.7367,35.5,23.0,1.9,0.02,green
"Franklin County, AR",-93.854,35.4092,79.0,3.2,0.03,green
"Calvert County, MD",-76.5225,38.5131,15.0,3.1,0.02,green
"Saline County, IL",-88.5459,37.7784,60.0,0.0,0.0,green
"Fremont County, WY",-108.6804,43.0495,36.0,5.8,0.02,green
"Henry County, KY",-85.2057,38.4264,87.0,4.9,0.03,green
"Summers County, WV",-80.8828,37.6651,111.0,6.1,0.04,green
"Benton County, MO",-93.3071,38.4012,72.0,1.0,0.01,green
"Erie County, OH",-82.6394,41.4149,19.0,4.6,0.02,green
"Venango County, PA",-79.8,41.3871,28.0,3.1,0.02,green
"Hale County, AL",-87.6246,32.7922,96.0,2.0,0.01,green
"Columbiana County, OH",-80.7251,40.7624,14.0,1.3,0.02,green
"Meade County, KY",-86.114,37.9592,49.0,9.0,0.03,green
"Hancock County, WV",-80.5853,40.536,49.0,1.3,0.02,green
"Lafourche Parish, LA",-90.5831,29.6793,14.0,0.9,0.02,green
"Graham County, AZ",-109.7873,32.8749,36.0,4.3,0.03,green
"Webster County, WV",-80.4462,38.4407,173.0,4.4,0.06,green
"Lincoln County, MS",-90.4432,31.5803,41.0,1.6,0.04,green
"White County, IN",-86.8051,40.7569,58.0,3.9,0.04,green
"Hill County, TX",-97.0724,31.9683,38.0,3.3,0.02,green
"Coweta County, GA",-84.6954,33.3054,9.0,3.3,0.02,green
"Noble County, IN",-85.4242,41.435,29.0,4.1,0.01,green
"Dickenson County, VA",-82.3689,37.1749,98.0,8.8,0.0,green
"Taos County, NM",-105.6087,36.4459,43.0,5.0,0.04,green
"Shelby County, MO",-92.0673,39.7806,236.0,5.0,0.03,yellow
"St. Martin Parish, LA",-91.8324,30.2267,26.0,1.4,0.02,green
"Montague County, TX",-97.7047,33.6668,71.0,0.5,0.02,green
"Cross County, AR",-90.7729,35.3251,85.0,0.0,0.0,green
"Tipton County, IN",-86.0792,40.3279,92.0,6.6,0.03,green
"Forrest County, MS",-89.3123,31.3507,19.0,3.8,0.01,green
"Starke County, IN",-86.6567,41.2888,61.0,0.0,0.01,green
"Stone County, MO",-93.4351,36.7264,44.0,2.4,0.03,green
"Santa Barbara County, CA",-120.0826,34.6655,3.0,3.3,0.02,green
"Thomas County, GA",-83.9195,30.9304,31.0,1.1,0.01,green
"Jackson County, OK",-99.3762,34.6279,57.0,3.0,0.03,green
"Gregg County, TX",-94.8599,32.4915,11.0,0.8,0.02,green
"Lincoln County, WV",-82.0662,38.2206,64.0,8.7,0.05,green
"Effingham County, IL",-88.5837,39.0808,38.0,0.0,0.01,green
"Union County, IL",-89.2497,37.4534,78.0,1.3,0.01,green
"Pacific County, WA",-123.8706,46.5204,58.0,3.9,0.03,green
"Woodbury County, IA",-96.0407,42.3755,13.0,2.9,0.01,green
"St. Bernard Parish, LA",-89.9324,29.9174,28.0,2.9,0.01,green
"Franklin County, TN",-86.0878,35.1832,31.0,0.0,0.02,green
"Carroll County, GA",-85.0726,33.5964,11.0,5.4,0.01,green
"Ford County, KS",-99.8451,37.7165,39.0,2.1,0.01,green
"Itasca County, MN",-93.5504,47.385,29.0,5.5,0.03,green
"Vigo County, IN",-87.3897,39.5086,12.0,3.0,0.01,green
"Randolph County, IL",-89.8223,38.0684,41.0,1.4,0.02,green
"Sumner County, KS",-97.4698,37.2485,57.0,2.5,0.01,green
"Jo Daviess County, IL",-90.2383,42.422,61.0,1.1,0.02,green
"Seminole County, OK",-96.6161,35.1377,54.0,6.1,0.02,green
"Cowley County, KS",-96.876,37.2564,37.0,2.5,0.01,green
"Gallia County, OH",-82.2439,38.8429,43.0,7.2,0.1,green
"Dodge County, MN",-92.8495,44.036,62.0,6.4,0.01,green
"Grand Forks County, ND",-97.4311,47.953,19.0,2.4,0.01,green
"Clinton County, IL",-89.4729,38.588,35.0,1.4,0.02,green
"Fulton County, IN",-86.2244,41.016,65.0,4.6,0.02,green
"Hatillo Municipio, PR",-66.7932,18.4499,33.0,1.5,0.0,green
"Howard County, AR",-93.9219,33.9392,98.0,0.8,0.01,green
"Grant County, IN",-85.6741,40.5085,20.0,3.0,0.03,green
"Dearborn County, IN",-84.918,39.1526,26.0,0.7,0.01,green
"Marion County, IA",-93.0565,41.298,39.0,2.8,0.02,green
"Villalba Municipio, PR",-66.4814,18.1279,61.0,1.5,0.0,green
"San Miguel County, NM",-105.3401,35.4387,48.0,2.7,0.05,green
"Walthall County, MS",-90.1444,31.1173,91.0,1.1,0.01,green
"Pocahontas County, IA",-94.7138,42.7472,196.0,1.9,0.04,green
"Woodford County, IL",-89.2317,40.7716,34.0,3.1,0.01,green
"Pendleton County, KY",-84.3515,38.7293,89.0,4.5,0.03,green
"DeWitt County, TX",-97.3883,29.0756,64.0,4.9,0.03,green
"Lamb County, TX",-102.3257,34.0813,101.0,5.1,0.02,green
"Union County, PA",-76.9821,40.961,29.0,8.0,0.05,green
"Hughes County, OK",-96.2547,35.0551,98.0,6.1,0.02,green
"Wayne County, OH",-81.87,40.8545,11.0,2.5,0.01,green
"Benton County, TN",-88.0661,36.1225,80.0,0.9,0.01,green
"Dubuque County, IA",-90.8999,42.4906,13.0,1.1,0.02,green
"Clinton County, IA",-90.5465,41.8878,28.0,3.5,0.01,green
"Martin County, MN",-94.584,43.6927,66.0,0.0,0.0,green
"Oceana County, MI",-86.2903,43.6358,45.0,5.0,0.05,green
"San Germán Municipio, PR",-67.0656,18.0818,40.0,1.5,0.0,green
"Logan County, AR",-93.7045,35.2656,56.0,3.2,0.03,green
"Pottawatomie County, KS",-96.2671,39.3358,49.0,6.3,0.02,green
"Jefferson County, OH",-80.7295,40.3586,18.0,3.7,0.04,green
"Gadsden County, FL",-84.6183,30.5922,26.0,2.5,0.01,green
"San Juan County, UT",-109.6329,37.4911,78.0,2.0,0.02,green
"Charlotte County, VA",-78.6169,37.0424,101.0,5.3,0.03,green
"Lee County, VA",-83.0819,36.7547,51.0,8.8,0.0,green
"Iberia Parish, LA",-91.8014,29.9717,17.0,1.4,0.02,green
"Bertie County, NC",-77.0422,36.157,63.0,0.0,0.0,green
"Randolph County, IN",-85.0361,40.1553,49.0,5.3,0.05,green
"Schuyler County, NY",-76.837,42.3705,67.0,8.1,0.05,green
"Catawba County, NC",-81.2337,35.6904,8.0,3.3,0.05,green
"Morgan County, IN",-86.398,39.4814,17.0,3.9,0.02,green
"Rappahannock County, VA",-78.1569,38.7471,163.0,7.0,0.03,green
"Marquette County, WI",-89.4226,43.8173,77.0,3.2,0.02,green
"Dorchester County, SC",-80.432,33.1384,7.0,4.4,0.02,green
"Madison County, NC",-82.6865,35.8392,55.0,1.6,0.03,green
"Lincoln County, NM",-105.6647,33.6111,61.0,1.1,0.02,green
"Oconto County, WI",-88.2436,44.9922,32.0,5.7,0.04,green
"Eddy County, NM",-104.2852,32.5398,21.0,1.6,0.06,green
"Waynesboro city, VA",-78.9014,38.0674,53.0,6.8,0.03,green
"Carroll County, TN",-88.4636,36.0064,43.0,0.9,0.01,green
"Vega Baja Municipio, PR",-66.372,18.4322,24.0,1.5,0.0,green
"Lawrence County, AL",-87.3202,34.6178,36.0,4.6,0.03,green
"Lamar County, AL",-88.0831,33.7921,87.0,2.9,0.01,green
"Somerset County, MD",-75.8201,38.1326,47.0,4.0,0.02,green
"Chambers County, TX",-94.6884,29.7865,27.0,6.4,0.04,green
"Potter County, PA",-77.9793,41.7745,73.0,3.8,0.05,green
"Evans County, GA",-81.9126,32.1546,113.0,2.0,0.02,green
"Hall County, NE",-98.4796,40.8775,20.0,1.1,0.03,green
"Garfield County, CO",-107.4889,39.4929,20.0,3.3,0.02,green
"Randolph County, MO",-92.4787,39.4147,48.0,5.0,0.03,green
"Daviess County, MO",-93.9935,39.9557,145.0,4.2,0.05,green
"Lewis County, MO",-91.6975,40.0843,123.0,3.4,0.01,green
"Davison County, SD",-98.0925,43.6628,61.0,0.0,0.01,green
"Calumet County, WI",-88.1798,44.119,24.0,2.9,0.02,green
"Brown County, SD",-98.3042,45.4975,31.0,1.6,0.0,green
"Codington County, SD",-97.1761,44.9884,43.0,2.0,0.0,green
"Morgan County, MO",-92.8393,38.4058,58.0,1.0,0.01,green
"Prentiss County, MS",-88.5677,34.6241,48.0,1.6,0.01,green
"Clay County, MO",-94.4563,39.2464,5.0,4.2,0.05,green
"Kandiyohi County, MN",-95.0197,45.1384,28.0,1.2,0.0,green
"Jeff Davis County, GA",-82.6201,31.7931,79.0,4.5,0.02,green
"Jersey County, IL",-90.3618,39.0604,55.0,2.0,0.01,green
"Guayama Municipio, PR",-66.1268,17.9927,30.0,1.5,0.0,green
"Guánica Municipio, PR",-66.9091,17.984,78.0,1.5,0.0,green
"Crawford County, KS",-94.7937,37.4993,31.0,3.2,0.0,green
"Pemiscot County, MO",-89.7957,36.2233,76.0,0.0,0.0,green
"Aleutians East Borough, AK",-162.7033,55.0778,360.0,3.1,0.03,yellow
"Attala County, MS",-89.5402,33.1004,66.0,2.1,0.03,green
"Macon County, TN",-85.9394,36.5272,49.0,0.8,0.02,green
"Sheridan County, WY",-106.892,44.76,36.0,5.1,0.0,green
"Fulton County, PA",-78.1103,39.9364,76.0,3.7,0.03,green
"Boone County, WV",-81.6837,38.0332,51.0,4.4,0.06,green
"Gallatin County, KY",-84.8784,38.7331,124.0,4.5,0.03,green
"Custer County, OK",-98.906,35.6048,38.0,0.0,0.0,green
"La Paz County, AZ",-114.0351,33.8565,52.0,6.4,0.05,green
"Roane County, WV",-81.3899,38.8511,80.0,9.7,0.06,green
"Geneva County, AL",-85.7781,31.0905,42.0,2.2,0.02,green
"Marion County, TN",-85.6671,35.0946,38.0,5.3,0.03,green
"Lamar County, GA",-84.1739,33.0732,58.0,3.1,0.02,green
"Bureau County, IL",-89.4549,41.4045,34.0,2.7,0.01,green
"Okeechobee County, FL",-80.8113,27.2355,26.0,4.4,0.02,green
"Pike County, IL",-90.8393,39.6302,71.0,3.4,0.01,green
"Caddo County, OK",-98.3533,35.1828,38.0,2.4,0.01,green
"Erath County, TX",-98.2798,32.1512,26.0,0.0,0.02,green
"Hillsdale County, MI",-84.6755,41.8857,24.0,1.7,0.02,green
"Hoonah-Angoon Census Area, AK",-135.6123,58.1905,512.0,4.3,0.02,yellow
"Rabun County, GA",-83.3869,34.9204,64.0,5.8,0.01,green
"Lee County, IL",-89.2442,41.7634,32.0,1.9,0.02,green
"Jefferson County, OR",-121.289,44.5656,45.0,3.5,0.06,green
"Transylvania County, NC",-82.7733,35.1949,32.0,1.6,0.03,green
"Wyoming County, NY",-78.218,42.6932,28.0,4.4,0.03,green
"Camden County, NC",-76.2504,36.3815,101.0,1.0,0.02,green
"Dare County, NC",-75.6227,35.7159,30.0,1.0,0.02,green
"Motley County, TX",-100.8386,33.9571,917.0,5.1,0.02,yellow
"Plaquemines Parish, LA",-89.6094,29.457,47.0,2.9,0.01,green
"Wadena County, MN",-95.0247,46.5384,80.0,2.7,0.05,green
"Muskogee County, OK",-95.3701,35.6162,16.0,4.2,0.06,green
"Todd County, MN",-94.9193,46.0798,45.0,1.8,0.04,green
"Greene County, NC",-77.6387,35.4872,52.0,1.9,0.07,green
"Des Moines County, IA",-91.2081,40.863,28.0,7.6,0.03,green
"Bedford County, TN",-86.3934,35.5356,22.0,4.0,0.05,green
"Lowndes County, MS",-88.4648,33.4985,19.0,2.9,0.01,green
"Jasper County, IN",-87.1471,40.9996,33.0,2.8,0.01,green
"Jackson County, IN",-86.0294,38.8782,25.0,1.6,0.02,green
"Morgan County, CO",-103.8366,40.298,38.0,3.5,0.01,green
"Florence County, SC",-79.7397,34.0048,8.0,3.3,0.03,green
"Greene County, IN",-87.0071,39.0143,34.0,2.8,0.04,green
"Klickitat County, WA",-121.0329,45.7913,49.0,1.1,0.0,green
"Sumter County, SC",-80.3809,33.9328,10.0,0.6,0.01,green
"Lee County, IA",-91.4626,40.6525,33.0,1.7,0.03,green
"Cannon County, TN",-86.0848,35.8879,75.0,1.7,0.02,green
"Swain County, NC",-83.3743,35.4561,77.0,0.0,0.02,green
"Webster County, KY",-87.6539,37.5212,85.0,3.0,0.01,green
"Brookings County, SD",-96.7621,44.3236,31.0,0.0,0.0,green
"Peñuelas Municipio, PR",-66.7192,18.0445,57.0,1.5,0.0,green
"Camuy Municipio, PR",-66.8568,18.4326,36.0,1.5,0.0,green
"Cidra Municipio, PR",-66.1744,18.1728,29.0,1.5,0.0,green
"Butler County, KS",-96.9444,37.7793,16.0,2.5,0.01,green
"Miller County, MO",-92.4806,38.233,43.0,4.5,0.04,green
"Osceola County, MI",-85.38,43.9773,47.0,5.9,0.04,green
"Bradford County, FL",-82.164,29.937,39.0,9.3,0.03,green
"Adair County, OK",-94.6531,35.8769,50.0,4.2,0.06,green
"Wood County, OH",-83.6109,41.3635,8.0,4.4,0.03,green
"Tucker County, WV",-79.6015,39.1149,161.0,1.7,0.03,green
"Clarion County, PA",-79.4333,41.1936,29.0,3.1,0.02,green
"King George County, VA",-77.1707,38.3175,41.0,3.5,0.05,green
"Coosa County, AL",-86.148,32.9689,103.0,0.0,0.0,green
"Montrose County, CO",-108.2741,38.3477,23.0,1.9,0.01,green
"Waseca County, MN",-93.6012,44.0078,54.0,3.8,0.02,green
"Kosciusko County, IN",-85.8516,41.2359,13.0,2.1,0.04,green
"Hamilton County, NY",-74.3822,43.5943,226.0,4.9,0.02,yellow
"Clare County, MI",-84.8129,43.893,32.0,5.3,0.02,green
"Yabucoa Municipio, PR",-65.8813,18.0578,31.0,1.5,0.0,green
"Plymouth County, IA",-96.2415,42.7753,40.0,2.9,0.01,green
"Carlton County, MN",-92.6293,46.6158,28.0,5.5,0.03,green
"Canóvanas Municipio, PR",-65.899,18.3406,22.0,1.5,0.0,green
"Blanco County, TX",-98.3947,30.2676,84.0,0.0,0.0,green
"Carroll County, KY",-85.0869,38.6718,94.0,0.7,0.01,green
"Scott County, MO",-89.5675,37.0592,26.0,1.3,0.01,green
"Trujillo Alto Municipio, PR",-66.0103,18.3601,16.0,1.5,0.0,green
"Armstrong County, TX",-101.3628,35.1075,530.0,2.0,0.03,yellow
"Lewis County, NY",-75.4403,43.7831,38.0,8.6,0.01,green
"Oldham County, TX",-102.449,35.351,473.0,2.0,0.03,yellow
"Hampshire County, WV",-78.6295,39.4036,43.0,6.2,0.04,green
"Suwannee County, FL",-82.9542,30.1288,23.0,9.3,0.03,green
"Iowa County, WI",-90.168,42.9841,42.0,3.2,0.02,green
"Sumter County, GA",-84.183,32.0425,34.0,3.5,0.02,green
"Hormigueros Municipio, PR",-67.12,18.1437,64.0,1.5,0.0,green
"Franklin County, AL",-87.8793,34.4104,32.0,4.9,0.01,green
"Decatur County, TN",-88.1651,35.584,86.0,3.8,0.05,green
"Cherokee County, SC",-81.5986,35.0936,17.0,1.9,0.01,green
"Shelby County, OH",-84.2142,40.3486,21.0,2.6,0.01,green
"Crook County, OR",-120.8607,44.2985,41.0,3.5,0.06,green
"Poweshiek County, IA",-92.4967,41.6857,54.0,0.0,0.0,green
"Cleburne County, AR",-92.0731,35.5378,40.0,6.3,0.05,green
"Belmont County, OH",-80.8983,40.0568,15.0,7.9,0.02,green
"Juneau County, WI",-90.1665,43.8094,37.0,2.1,0.01,green
"Guernsey County, OH",-81.472,39.9814,26.0,5.3,0.05,green
"Wabash County, IN",-85.8072,40.8403,32.0,3.0,0.03,green
"Ralls County, MO",-91.5333,39.5483,97.0,3.4,0.01,green
"Piatt County, IL",-88.6196,39.9862,61.0,2.6,0.01,green
"Hancock County, OH",-83.6738,40.9966,13.0,3.8,0.02,green
"Jefferson Davis Parish, LA",-92.776,30.2646,32.0,4.0,0.02,green
"Washita County, OK",-99.0413,35.3233,92.0,0.0,0.0,green
"Ripley County, IN",-85.242,39.1617,35.0,0.7,0.01,green
