County_full,longitude,latitude,D,E,F,color
"Ogemaw County, MI",-84.0707,44.3015,24.0,1.2,0.01,green
"Osage County, KS",-95.6859,38.6592,31.0,6.3,0.02,green
"Clarendon County, SC",-80.2332,33.7356,15.0,0.6,0.01,green
"Pendleton County, WV",-79.2873,38.6336,72.0,6.6,0.02,green
"Vega Alta Municipio, PR",-66.3279,18.4443,14.0,1.5,0.0,green
"Eastland County, TX",-98.8232,32.306,27.0,2.4,0.01,green
"Callahan County, TX",-99.3154,32.3247,36.0,2.4,0.01,green
"Butler County, IA",-92.802,42.7224,35.0,4.5,0.01,green
"Union County, GA",-83.9548,34.8761,20.0,2.8,0.03,green
"Acadia Parish, LA",-92.4099,30.2525,8.0,1.4,0.02,green
"Beaufort County, SC",-80.7704,32.3537,3.0,2.0,0.02,green
"West Carroll Parish, LA",-91.4074,32.7987,46.0,6.1,0.02,green
"Benton County, IA",-92.0275,42.0175,19.0,4.9,0.02,green
"Aitkin County, MN",-93.4163,46.6214,31.0,2.7,0.05,green
"Dillon County, SC",-79.323,34.3676,16.0,0.0,0.01,green
"Cherokee County, NC",-83.9267,35.1566,17.0,2.5,0.01,green
"Conejos County, CO",-105.9878,37.1888,61.0,0.0,0.04,green
"St. Mary Parish, LA",-91.3781,29.7575,10.0,2.0,0.02,green
"Clear Creek County, CO",-105.5887,39.732,52.0,2.3,0.02,green
"Pointe Coupee Parish, LA",-91.5277,30.6546,23.0,2.2,0.01,green
"Camp County, TX",-94.998,33.0142,38.0,5.8,0.01,green
"Gilmer County, GA",-84.448,34.7179,16.0,0.0,0.01,green
"White County, GA",-83.7273,34.6587,16.0,2.8,0.03,green
"Graves County, KY",-88.6774,36.7372,13.0,3.9,0.02,green
"Fulton County, KY",-89.0335,36.5457,84.0,1.4,0.0,green
"Clay County, IA",-95.1661,43.0665,31.0,0.0,0.0,green
"Marengo County, AL",-87.8098,32.2704,27.0,1.3,0.02,green
"Martin County, NC",-77.1802,35.8575,22.0,4.4,0.06,green
"Skamania County, WA",-121.8947,45.6907,41.0,1.1,0.0,green
"Warren County, TN",-85.8683,35.6387,12.0,1.7,0.02,green
"Cherokee County, OK",-94.9787,35.9094,10.0,4.2,0.06,green
"Rice County, KS",-98.2575,38.3748,52.0,0.0,0.02,green
"Río Grande Municipio, PR",-65.8199,18.3713,10.0,1.5,0.0,green
"Roosevelt County, NM",-103.4011,34.0289,27.0,2.6,0.01,green
"Butler County, AL",-86.7031,31.6752,26.0,0.0,0.0,green
"Potter County, SD",-99.778,45.1312,232.0,0.0,0.0,yellow
"Menominee County, WI",-88.7189,44.9402,110.0,0.0,0.04,green
"White County, TN",-85.4923,35.895,18.0,1.3,0.03,green
"Fayette County, IA",-91.8328,42.8832,25.0,4.5,0.01,green
"Lincoln County, GA",-82.4776,33.7931,63.0,1.9,0.03,green
"Emanuel County, GA",-82.301,32.5596,22.0,0.8,0.01,green
"Crawford County, IA",-95.3553,42.0305,30.0,0.0,0.0,green
"Roberts County, SD",-96.9531,45.613,48.0,5.4,0.0,green
"Bracken County, KY",-84.0104,38.7033,60.0,5.0,0.01,green
"Snyder County, PA",-77.0223,40.7839,12.0,8.0,0.05,green
"Doniphan County, KS",-95.1675,39.7955,66.0,7.9,0.06,green
"Oglala Lakota County, SD",-102.3937,43.2016,35.0,0.0,0.01,green
"Mariposa County, CA",-119.9749,37.5988,29.0,5.3,0.07,green
"Norton city, VA",-82.6262,36.9314,126.0,8.8,0.0,green
"Sandusky County, OH",-83.1171,41.3068,9.0,4.6,0.02,green
"Grundy County, TN",-85.7069,35.3662,37.0,0.0,0.02,green
"Cherokee County, KS",-94.7769,37.1712,25.0,4.3,0.04,green
"Inyo County, CA",-117.834,36.6242,28.0,3.1,0.01,green
"McLean County, ND",-101.1065,47.5843,53.0,7.6,0.04,green
"Pike County, MO",-91.1008,39.3295,27.0,3.4,0.01,green
"Ferry County, WA",-118.4815,48.6484,66.0,3.9,0.04,green
"Weston County, WY",-104.3571,43.9386,72.0,0.0,0.0,green
"Tuscarawas County, OH",-81.4651,40.483,5.0,2.5,0.01,green
"Zavala County, TX",-99.7956,28.7809,42.0,6.6,0.03,green
"Calhoun County, WV",-81.0934,38.9204,70.0,9.7,0.06,green
"Hamilton County, FL",-82.9391,30.4782,35.0,9.3,0.03,green
"Clinton County, OH",-83.8269,39.3914,12.0,1.2,0.02,green
"Vinton County, OH",-82.4313,39.1908,38.0,3.4,0.04,green
"Grant County, WV",-79.2469,39.1334,43.0,4.6,0.03,green
"Rush County, IN",-85.4983,39.616,30.0,3.9,0.02,green
"Defiance County, OH",-84.5507,41.3187,13.0,2.5,0.01,green
"Green Lake County, WI",-89.0719,43.7819,26.0,1.7,0.02,green
"Campbell County, WY",-105.4752,44.0854,11.0,1.3,0.01,green
"Brown County, OH",-83.8784,38.9508,12.0,3.3,0.04,green
"Desha County, AR",-91.3813,33.7705,44.0,2.3,0.01,green
"Butts County, GA",-83.9699,33.289,20.0,5.5,0.05,green
"Wood County, TX",-95.4037,32.7746,11.0,5.0,0.05,green
"Childress County, TX",-100.2516,34.4293,68.0,0.0,0.0,green
"Poquoson city, VA",-76.3569,37.1318,41.0,1.9,0.02,green
"Webster County, IA",-94.1782,42.4359,14.0,1.9,0.04,green
"Broadwater County, MT",-111.5952,46.2915,80.0,6.8,0.05,green
"Nance County, NE",-97.9242,41.4273,142.0,9.5,0.05,green
"Woodruff County, AR",-91.2337,35.1727,79.0,6.3,0.05,green
"Otoe County, NE",-96.1832,40.6482,31.0,0.0,0.0,green
"Williams County, ND",-103.3939,48.4105,13.0,1.8,0.01,green
"Fentress County, TN",-84.9555,36.3187,27.0,0.0,0.02,green
"Atchison County, KS",-95.3418,39.5696,31.0,0.0,0.01,green
"Monroe County, IL",-90.1844,38.3002,14.0,1.4,0.02,green
"Madison County, MO",-90.2724,37.5356,41.0,0.0,0.0,green
"Houston County, TN",-87.7329,36.3177,61.0,0.0,0.01,green
"Newton County, AR",-93.071,36.0568,64.0,1.2,0.0,green
"Greene County, GA",-83.0976,33.5749,27.0,2.0,0.02,green
"Delaware County, IA",-91.3809,42.4849,24.0,2.0,0.01,green
"Huron County, MI",-83.0927,43.8473,13.0,0.7,0.02,green
"Camas County, ID",-114.8006,43.3489,362.0,0.0,0.0,yellow
"Terrell County, TX",-102.4079,30.1508,515.0,1.0,0.01,yellow
"Zapata County, TX",-99.2602,26.8713,28.0,2.0,0.04,green
"Limestone County, TX",-96.5685,31.5696,17.0,3.3,0.02,green
"Jay County, IN",-85.0534,40.429,20.0,0.0,0.01,green
"Moultrie County, IL",-88.6371,39.6145,28.0,2.6,0.01,green
"Pepin County, WI",-92.0986,44.547,55.0,5.1,0.04,green
"Briscoe County, TX",-101.1798,34.4194,259.0,2.0,0.03,yellow
"Harrison County, IA",-95.873,41.6992,28.0,2.6,0.02,green
"Oscoda County, MI",-84.1418,44.6605,49.0,1.2,0.01,green
"Waushara County, WI",-89.2278,44.1179,16.0,1.7,0.02,green
"Mercer County, ND",-101.7045,47.3284,49.0,7.6,0.04,green
"Phillips County, MT",-107.9198,48.3776,101.0,6.8,0.01,green
"Gem County, ID",-116.489,43.8685,22.0,2.8,0.05,green
"Fayette County, TX",-96.8255,29.9004,16.0,0.0,0.01,green
"Jackson County, OH",-82.5917,39.0428,12.0,7.2,0.1,green
"Franklin County, FL",-84.855,29.7476,33.0,2.5,0.01,green
"Orange County, TX",-93.9031,30.1226,5.0,1.9,0.02,green
"Monroe County, AL",-87.3493,31.5255,19.0,2.4,0.01,green
"Charlevoix County, MI",-85.1463,45.2916,15.0,0.8,0.03,green
"Vilas County, WI",-89.5835,45.9995,18.0,5.4,0.01,green
"Nelson County, VA",-78.8542,37.7975,27.0,7.0,0.03,green
"Pickens County, AL",-88.1535,33.2691,20.0,2.0,0.01,green
"Wheeler County, TX",-100.3202,35.3952,79.0,0.0,0.0,green
"West Baton Rouge Parish, LA",-91.2797,30.437,15.0,2.2,0.01,green
"Chowan County, NC",-76.6008,36.058,29.0,0.0,0.0,green
"Madison County, FL",-83.4495,30.4499,22.0,2.5,0.01,green
"Door County, WI",-87.2752,45.009,14.0,5.7,0.04,green
"Edgefield County, SC",-81.8797,33.7401,15.0,1.9,0.03,green
"Allamakee County, IA",-91.3348,43.2698,29.0,6.6,0.02,green
"Collingsworth County, TX",-100.2269,34.8962,137.0,0.0,0.0,green
"Searcy County, AR",-92.7178,35.9642,51.0,1.2,0.0,green
"Morehouse Parish, LA",-91.8041,32.7572,16.0,6.1,0.02,green
"Saluda County, SC",-81.7214,33.9012,20.0,2.1,0.01,green
"Wells County, IN",-85.1942,40.7872,14.0,0.0,0.01,green
"Martin County, TX",-101.7925,32.1316,69.0,1.0,0.01,green
"Dixon County, NE",-96.8548,42.4631,71.0,2.9,0.01,green
"Yates County, NY",-77.0875,42.6394,16.0,6.6,0.06,green
"Oconee County, SC",-82.9946,34.7093,5.0,3.2,0.02,green
"Orange County, IN",-86.5385,38.5831,20.0,6.2,0.02,green
"Champaign County, OH",-83.7484,40.1321,10.0,3.5,0.06,green
"Alger County, MI",-86.7876,46.3807,44.0,4.0,0.03,green
"Avoyelles Parish, LA",-92.0527,31.0496,10.0,5.8,0.02,green
"Pocahontas County, WV",-79.9229,38.3822,49.0,1.7,0.03,green
"Pleasants County, WV",-81.2293,39.3905,54.0,9.7,0.06,green
"Putnam County, GA",-83.3283,33.2937,18.0,0.0,0.01,green
"Gulf County, FL",-85.2502,29.9708,29.0,2.4,0.02,green
"Wilkes County, GA",-82.7959,33.7977,41.0,0.0,0.0,green
"Washington County, ID",-116.7967,44.4295,39.0,1.4,0.02,green
"Clarke County, IA",-93.776,41.0275,43.0,2.8,0.02,green
"Carbon County, WY",-106.8719,41.4797,27.0,3.6,0.01,green
"Butler County, NE",-97.1052,41.2324,50.0,3.9,0.02,green
"Chickasaw County, IA",-92.3766,43.0568,34.0,0.0,0.0,green
"Cherokee County, IA",-95.6315,42.7449,36.0,2.9,0.01,green
"Washington County, GA",-82.7918,32.9294,20.0,0.0,0.0,green
"Cass County, NE",-96.1671,40.9075,15.0,4.8,0.04,green
"Sussex County, VA",-77.2558,36.9664,36.0,8.0,0.04,green
"Wilbarger County, TX",-99.3,34.148,31.0,0.0,0.0,green
"Allendale County, SC",-81.244,33.0256,46.0,0.0,0.02,green
"Telfair County, GA",-82.8879,31.9751,25.0,0.7,0.02,green
"Fountain County, IN",-87.2217,40.1216,24.0,0.9,0.01,green
"Jackson County, IA",-90.5312,42.1402,21.0,1.1,0.02,green
"Leflore County, MS",-90.2955,33.4927,14.0,2.2,0.0,green
"Evangeline Parish, LA",-92.4109,30.672,12.0,0.9,0.02,green
"Marshall County, OK",-96.768,34.0249,24.0,1.2,0.02,green
"Hansford County, TX",-101.3612,36.1735,74.0,2.0,0.03,green
"Murray County, OK",-97.0162,34.4782,28.0,2.5,0.01,green
"Lamar County, MS",-89.4316,31.2434,6.0,3.8,0.01,green
"Clay County, TN",-85.5043,36.5469,53.0,1.3,0.03,green
"Monroe County, AR",-91.251,34.7537,60.0,8.3,0.04,green
"Sioux County, IA",-96.1445,43.0621,11.0,0.0,0.0,green
"Ottawa County, OK",-94.8431,36.8508,13.0,3.8,0.03,green
"Moffat County, CO",-108.2174,40.4254,30.0,0.0,0.0,green
"Bradley County, AR",-92.1687,33.5447,37.0,2.3,0.01,green
"Runnels County, TX",-100.0235,31.7655,39.0,0.6,0.0,green
"Sac County, IA",-95.0735,42.3835,41.0,0.0,0.0,green
"Stephens County, GA",-83.2402,34.523,15.0,4.0,0.02,green
"Monroe County, OH",-81.0719,39.7528,29.0,7.9,0.02,green
"Lafayette County, FL",-83.2339,30.1231,47.0,9.3,0.03,green
"Charles City County, VA",-77.0687,37.3441,57.0,5.3,0.03,green
"Lincoln County, SD",-96.6705,43.3355,7.0,5.4,0.04,green
"Ray County, MO",-94.0873,39.3181,17.0,4.2,0.05,green
"Screven County, GA",-81.6343,32.6807,29.0,0.8,0.01,green
"Adams County, WI",-89.82,44.052,20.0,2.1,0.01,green
"Red Willow County, NE",-100.4066,40.1553,37.0,0.0,0.0,green
"Nodaway County, MO",-94.8627,40.3441,18.0,7.9,0.06,green
"Salem city, VA",-80.0555,37.2864,16.0,6.9,0.05,green
"Dade County, MO",-93.8162,37.4249,53.0,2.4,0.03,green
"Sheridan County, NE",-102.427,42.7407,76.0,0.0,0.01,green
"Thurston County, NE",-96.5426,42.141,55.0,2.9,0.01,green
"Monroe County, GA",-84.0161,32.949,15.0,3.5,0.01,green
"Vermilion County, IL",-87.7138,40.1396,5.0,0.9,0.01,green
"Washington County, NE",-96.2248,41.5054,19.0,4.8,0.04,green
"Sherman County, TX",-101.9349,36.4157,132.0,2.0,0.03,green
"Grant County, KS",-101.3549,37.5774,56.0,0.0,0.0,green
"Yazoo County, MS",-90.4111,32.7903,13.0,0.0,0.1,green
"Lassen County, CA",-120.6609,40.4513,13.0,2.0,0.0,green
"Beaver County, OK",-100.4384,36.8634,75.0,0.0,0.0,green
"Tippah County, MS",-88.9359,34.7664,18.0,1.2,0.0,green
"Polk County, TN",-84.4704,35.0687,24.0,0.0,0.01,green
"Emporia city, VA",-77.5356,36.6953,75.0,3.0,0.0,green
"Perry County, MS",-88.9644,31.2413,33.0,3.8,0.01,green
"Johnston County, OK",-96.6256,34.2931,36.0,1.2,0.02,green
"Oktibbeha County, MS",-88.9368,33.453,8.0,0.0,0.0,green
"Bland County, VA",-81.1161,37.1,64.0,8.3,0.06,green
"Meriwether County, GA",-84.678,33.0337,19.0,3.3,0.02,green
"Greene County, MS",-88.6186,31.2314,29.0,3.8,0.01,green
"Orangeburg County, SC",-80.8395,33.4628,5.0,0.0,0.02,green
"Manatí Municipio, PR",-66.4801,18.4428,11.0,1.5,0.0,green
"Noble County, OH",-81.4384,39.7858,28.0,5.3,0.05,green
"Mason County, IL",-89.9149,40.2877,30.0,6.5,0.01,green
"DeKalb County, TN",-85.945,36.0136,20.0,1.7,0.02,green
"Lyon County, MN",-95.8661,44.3971,16.0,6.4,0.01,green
"Crawford County, IN",-86.3687,38.275,38.0,6.3,0.03,green
"Norman County, MN",-96.6004,47.2951,63.0,3.8,0.03,green
"Reynolds County, MO",-91.0485,37.3769,64.0,0.8,0.02,green
"Greene County, AL",-87.9248,32.8141,49.0,2.0,0.01,green
"Cook County, GA",-83.4304,31.1526,23.0,3.8,0.03,green
"Massac County, IL",-88.7269,37.1632,29.0,3.9,0.02,green
"Morrow County, OR",-119.6497,45.6074,34.0,3.9,0.03,green
"Clay County, IL",-88.4928,38.7267,30.0,0.0,0.0,green
"Pike County, OH",-82.9358,39.0741,14.0,8.8,0.03,green
"Dewey County, SD",-101.1135,45.2015,68.0,0.0,0.0,green
"Phelps County, NE",-99.4483,40.4552,44.0,0.0,0.0,green
"Linn County, KS",-94.8172,38.2166,41.0,3.2,0.0,green
"Dodge County, GA",-83.1772,32.2052,19.0,0.7,0.02,green
"Labette County, KS",-95.2436,37.1605,20.0,3.9,0.0,green
"Jackson County, MN",-95.1313,43.7358,41.0,2.0,0.0,green
"Bond County, IL",-89.4715,38.9036,24.0,2.0,0.01,green
"Ste. Genevieve County, MO",-90.1212,37.925,22.0,5.0,0.04,green
"Woodward County, OK",-99.338,36.3881,20.0,5.6,0.0,green
"Wayne County, MO",-90.5925,37.0791,31.0,1.3,0.01,green
"Yellow Medicine County, MN",-95.791,44.71,41.0,1.2,0.0,green
"Baker County, OR",-117.6714,44.6966,25.0,4.0,0.04,green
"Lowndes County, AL",-86.6681,32.1973,41.0,3.6,0.02,green
"Montgomery County, KS",-95.7558,37.1307,13.0,7.1,0.0,green
"Seneca County, OH",-83.1552,41.1349,7.0,3.8,0.02,green
"Watonwan County, MN",-94.632,43.9866,37.0,3.8,0.02,green
"Loíza Municipio, PR",-65.8657,18.4311,16.0,1.5,0.0,green
"Kanabec County, MN",-93.2603,45.8543,24.0,2.4,0.01,green
"Stevens County, MN",-95.9879,45.5842,41.0,1.7,0.02,green
"Malheur County, OR",-117.2841,43.855,13.0,1.4,0.02,green
"Spink County, SD",-98.3528,45.0051,47.0,1.6,0.0,green
"Irwin County, GA",-83.2499,31.5987,32.0,5.4,0.03,green
"Macon County, GA",-84.0543,32.3556,23.0,3.5,0.02,green
"Cherokee County, TX",-95.1915,31.8663,6.0,0.0,0.01,green
"Calhoun County, AR",-92.4274,33.6128,58.0,1.5,0.02,green
"Clay County, TX",-98.2244,33.8906,29.0,0.5,0.02,green
"Pend Oreille County, WA",-117.3062,48.5934,22.0,3.9,0.04,green
"Dallas County, AR",-92.6076,33.9359,43.0,0.0,0.0,green
"Hickman County, TN",-87.3672,35.8879,12.0,5.2,0.02,green
"Lake County, TN",-89.4743,36.3239,43.0,7.2,0.02,green
"Hancock County, TN",-83.2099,36.5366,45.0,2.0,0.03,green
"Pulaski County, GA",-83.4814,32.2964,27.0,3.5,0.01,green
"Wahkiakum County, WA",-123.4779,46.2626,67.0,3.5,0.04,green
"Lawrence County, SD",-103.7613,44.4456,12.0,1.3,0.01,green
"Burleson County, TX",-96.5663,30.4558,16.0,3.3,0.01,green
"Butte County, SD",-103.5846,44.6684,29.0,7.0,0.02,green
"Habersham County, GA",-83.5186,34.5545,7.0,2.8,0.03,green
"Williamsburg County, SC",-79.7041,33.6178,10.0,3.3,0.03,green
"Marion County, GA",-84.5177,32.3188,36.0,6.4,0.06,green
"Anderson County, TX",-95.5768,31.8127,5.0,0.0,0.01,green
"Cleveland County, AR",-92.1744,33.8884,38.0,2.3,0.01,green
"Crane County, TX",-102.3503,31.3919,63.0,2.9,0.04,green
"Clark County, SD",-97.6659,44.8814,80.0,2.0,0.0,green
"Mitchell County, GA",-84.1352,31.2508,14.0,1.1,0.01,green
"Union County, SC",-81.5835,34.7306,11.0,1.9,0.01,green
"Greene County, IA",-94.3341,42.0613,34.0,0.0,0.0,green
"Fayette County, AL",-87.775,33.7251,18.0,4.3,0.02,green
"Platte County, NE",-97.4926,41.573,9.0,9.5,0.05,green
"Lake of the Woods County, MN",-94.7729,48.74,80.0,0.0,0.0,green
"Nuckolls County, NE",-98.009,40.1532,72.0,0.0,0.0,green
"Big Horn County, WY",-108.2261,44.6133,25.0,2.4,0.01,green
"Mahnomen County, MN",-95.7816,47.3154,54.0,3.8,0.03,green
"Hamilton County, NE",-98.0105,40.9127,32.0,1.1,0.03,green
"Jefferson County, FL",-83.904,30.44,21.0,2.5,0.01,green
"Washington County, IA",-91.6894,41.3454,14.0,4.9,0.02,green
"Dawson County, NE",-99.8553,40.8577,13.0,4.4,0.04,green
"Dakota County, NE",-96.4989,42.408,15.0,2.9,0.01,green
"Fluvanna County, VA",-78.2518,37.8467,11.0,7.0,0.03,green
"Essex County, VA",-76.8667,37.9187,27.0,5.3,0.03,green
"Gilchrist County, FL",-82.8314,29.6938,16.0,9.3,0.03,green
"Antelope County, NE",-98.0868,42.1944,48.0,0.0,0.02,green
"Richardson County, NE",-95.6796,40.1357,38.0,0.0,0.0,green
"Saunders County, NE",-96.5853,41.2169,14.0,4.8,0.04,green
"Yoakum County, TX",-102.8295,33.0788,34.0,0.0,0.0,green
"Madison County, IA",-93.9465,41.311,18.0,2.8,0.02,green
"Emmet County, IA",-94.6558,43.3777,33.0,0.0,0.0,green
"Franklin County, IA",-93.276,42.7434,30.0,6.3,0.02,green
"Washington County, FL",-85.705,30.6481,12.0,2.4,0.02,green
"Mora County, NM",-105.0075,35.9194,66.0,2.7,0.05,green
"Henry County, IA",-91.5757,41.0138,15.0,7.6,0.03,green
"Clarke County, AL",-87.8284,31.6371,13.0,2.4,0.01,green
"Mitchell County, IA",-92.8062,43.3783,28.0,0.0,0.01,green
"Henry County, AL",-85.27,31.4368,17.0,2.2,0.02,green
"Montgomery County, IA",-95.1205,41.0226,30.0,0.0,0.0,green
"Palo Alto County, IA",-94.6786,43.0574,34.0,0.0,0.0,green
"Kittson County, MN",-96.8504,48.7447,70.0,6.3,0.04,green
"Price County, WI",-90.4252,45.6149,22.0,0.0,0.0,green
"Laurens County, SC",-82.0117,34.4486,4.0,2.1,0.01,green
"Lac qui Parle County, MN",-96.208,45.0246,45.0,1.2,0.0,green
"Winnebago County, IA",-93.7226,43.3881,29.0,6.3,0.02,green
"Bacon County, GA",-82.4445,31.5437,27.0,1.4,0.04,green
"San Miguel County, CO",-107.9619,37.9699,37.0,1.9,0.01,green
"Fajardo Municipio, PR",-65.6425,18.334,10.0,1.5,0.0,green
"Teller County, CO",-105.1431,38.8553,12.0,1.6,0.01,green
"Dickinson County, KS",-97.1486,38.8762,16.0,0.0,0.0,green
"Pearl River County, MS",-89.6362,30.608,5.0,4.7,0.02,green
"Douglas County, MO",-92.6661,36.9546,23.0,2.4,0.03,green
"Chariton County, MO",-93.0616,39.5096,40.0,5.0,0.03,green
"Linn County, MO",-93.1118,39.8405,25.0,0.0,0.0,green
"Carter County, MO",-90.9184,36.9221,50.0,1.3,0.01,green
"Yalobusha County, MS",-89.7815,34.0449,25.0,1.2,0.03,green
"Accomack County, VA",-75.6625,37.7722,9.0,2.3,0.0,green
"Webster County, MS",-89.1857,33.603,31.0,0.0,0.0,green
"Smith County, MS",-89.5181,31.9874,19.0,3.3,0.01,green
"Bristol city, VA",-82.1606,36.618,18.0,6.9,0.07,green
"Cloud County, KS",-97.6212,39.4868,34.0,7.5,0.01,green
"Lawrence County, MS",-90.0333,31.6302,24.0,4.2,0.02,green
"Sanders County, MT",-115.0318,47.6205,25.0,4.7,0.01,green
"Wright County, MO",-92.4443,37.1504,16.0,2.4,0.03,green
"Crenshaw County, AL",-86.2626,31.6742,22.0,3.6,0.02,green
"Lake County, MT",-114.1468,47.6856,10.0,4.7,0.01,green
"Hill County, MT",-109.961,48.4549,18.0,6.8,0.01,green
"Galax city, VA",-80.9176,36.6661,47.0,3.2,0.01,green
"Fredericksburg city, VA",-77.4872,38.2992,10.0,3.5,0.05,green
"Anderson County, KS",-95.2946,38.1951,38.0,2.5,0.01,green
"Sullivan County, MO",-93.1442,40.2375,49.0,0.0,0.0,green
"Clark County, KS",-99.9235,37.2231,150.0,2.1,0.01,green
"Calhoun County, MS",-89.322,33.8741,21.0,1.2,0.03,green
"Ripley County, MO",-90.6787,36.6155,23.0,1.3,0.01,green
"Grenada County, MS",-89.8462,33.7457,14.0,2.5,0.0,green
"Ciales Municipio, PR",-66.4704,18.3343,19.0,1.5,0.0,green
"Osage County, MO",-91.9549,38.4201,22.0,4.5,0.04,green
"Oregon County, MO",-91.5272,36.6034,28.0,1.3,0.03,green
"Decatur County, IA",-93.7764,40.7618,38.0,2.8,0.02,green
"Davis County, IA",-92.3762,40.776,33.0,0.0,0.0,green
"Buchanan County, IA",-91.8588,42.5094,14.0,4.5,0.01,green
"Pickaway County, OH",-83.0456,39.6687,5.0,6.0,0.02,green
"Crisp County, GA",-83.7498,31.8923,13.0,3.5,0.02,green
"Greer County, OK",-99.4614,34.9619,53.0,3.0,0.03,green
"Alpena County, MI",-83.4343,44.9906,11.0,9.9,0.05,green
"Choctaw County, OK",-95.4955,34.0104,20.0,4.9,0.0,green
"Williams County, OH",-84.5822,41.5806,8.0,2.5,0.01,green
"Putnam County, OH",-84.1218,41.0181,9.0,3.5,0.01,green
"Ottawa County, OH",-83.1205,41.5501,7.0,4.4,0.03,green
"Hardin County, TX",-94.2948,30.2857,5.0,1.9,0.02,green
"Morgan County, OH",-81.8899,39.6168,21.0,5.3,0.05,green
"Menard County, IL",-89.8458,40.0152,25.0,1.5,0.01,green
"Elbert County, CO",-104.4647,39.2924,11.0,2.3,0.02,green
"Harrison County, OH",-81.0792,40.2944,20.0,3.7,0.04,green
"Jasper County, TX",-93.9874,30.7612,8.0,1.9,0.02,green
"Coshocton County, OH",-81.8578,40.279,8.0,5.3,0.05,green
"Kingfisher County, OK",-97.9083,35.9415,19.0,4.4,0.01,green
"McIntosh County, OK",-95.6071,35.3945,15.0,4.2,0.06,green
"Thomas County, KS",-100.9972,39.398,39.0,6.6,0.0,green
"Freestone County, TX",-96.3143,31.7567,15.0,0.0,0.0,green
"Southeast Fairbanks Census Area, AK",-143.6026,63.7863,44.0,2.7,0.01,green
"Webster Parish, LA",-93.3543,32.7185,8.0,5.6,0.02,green
"Assumption Parish, LA",-91.0626,29.9179,14.0,0.9,0.02,green
"Wilcox County, GA",-83.4819,31.9913,35.0,3.5,0.02,green
"Fannin County, GA",-84.319,34.9175,11.0,0.0,0.01,green
"Owyhee County, ID",-116.5969,43.3395,25.0,2.8,0.05,green
"Brown County, IL",-90.7336,39.9754,46.0,1.5,0.01,green
"Hancock County, IL",-91.1659,40.4064,17.0,1.7,0.03,green
"Allen Parish, LA",-92.8238,30.6589,12.0,5.8,0.02,green
"Cass County, IL",-90.2316,39.9536,25.0,1.5,0.01,green
"Goliad County, TX",-97.3916,28.6708,39.0,4.9,0.03,green
"Edwards County, IL",-88.009,38.3949,47.0,0.0,0.0,green
"Aleutians West Census Area, AK",-121.8467,53.9542,53.0,3.1,0.03,green
"Okmulgee County, OK",-95.9446,35.578,8.0,0.0,0.0,green
"Scott County, IL",-90.4768,39.6431,61.0,3.9,0.01,green
"Richland County, IL",-88.0762,38.6767,19.0,0.0,0.0,green
"Adams County, OH",-83.5488,38.8259,11.0,3.3,0.04,green
"Chambers County, AL",-85.3451,32.9201,9.0,3.3,0.02,green
"Madison County, TX",-95.8315,30.9895,21.0,0.0,0.0,green
"Pulaski County, IN",-86.6842,41.05,24.0,4.6,0.02,green
"Berrien County, GA",-83.2494,31.2672,15.0,3.8,0.03,green
"Pike County, IN",-87.2121,38.3967,24.0,1.6,0.0,green
"Ontonagon County, MI",-89.4467,46.8034,52.0,5.4,0.01,green
"Hyde County, NC",-76.1205,35.3984,61.0,4.4,0.06,green
"Brooks County, GA",-83.5995,30.896,19.0,3.8,0.03,green
"Benton County, IN",-87.3274,40.5532,34.0,3.9,0.04,green
"Langlade County, WI",-89.0816,45.3099,16.0,0.0,0.04,green
"White County, IL",-88.2139,38.1318,22.0,0.0,0.0,green
"Washington County, NC",-76.5896,35.8706,26.0,4.4,0.06,green
"Kewaunee County, WI",-87.5715,44.5418,15.0,5.7,0.04,green
"La Salle County, TX",-99.1342,28.3127,40.0,6.6,0.03,green
"Warren County, IL",-90.6714,40.9173,18.0,7.5,0.02,green
"Jackson County, WI",-90.8885,44.3284,15.0,4.8,0.01,green
"Sumter County, AL",-88.2427,32.6721,24.0,1.1,0.03,green
"Sargent County, ND",-97.5488,46.132,77.0,3.8,0.03,green
"Calhoun County, GA",-84.6448,31.5055,48.0,1.1,0.04,green
"Nelson County, ND",-98.1663,47.9128,104.0,2.4,0.01,green
"Dickey County, ND",-98.4237,46.0719,62.0,0.0,0.0,green
"Grand County, CO",-105.9787,40.0362,19.0,2.3,0.02,green
"Bath County, VA",-79.8239,38.0013,72.0,1.4,0.01,green
"Archuleta County, CO",-107.2265,37.1438,21.0,2.0,0.02,green
"Kimble County, TX",-99.7725,30.4906,69.0,0.0,0.0,green
"Luce County, MI",-85.5098,46.3538,48.0,4.0,0.03,green
"Dunn County, ND",-102.5377,47.3218,68.0,2.6,0.08,green
"Huerfano County, CO",-104.8952,37.5696,29.0,2.0,0.01,green
"Greensville County, VA",-77.4689,36.816,18.0,3.0,0.0,green
"Otero County, CO",-103.6725,38.0487,11.0,0.0,0.0,green
"Mono County, CA",-118.9791,37.9248,14.0,3.1,0.01,green
"Lanier County, GA",-83.0748,31.041,19.0,3.8,0.03,green
"Mathews County, VA",-76.3064,37.4675,23.0,1.9,0.02,green
"Richmond County, VA",-77.4756,37.5295,22.0,5.3,0.03,green
"King and Queen County, VA",-76.8782,37.6683,28.0,5.3,0.03,green
